ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
1633,60,Cinnabar Island,Low,Scientist,Electric,23,0,MasterBall,21,0,False,Aggressive,7,False,48504,True,No
1634,45,Pallet Town,Middle,Champion,Flying,43,0,MasterBall,70,5,False,Unpredictable,24,False,66646,True,No
1635,39,Cerulean City,Low,Researcher,Electric,11,0,DarkBall,60,1,False,Defensive,16,False,13538,True,No
1636,24,Viridian City,High,PokéMart Seller,Psychic,30,0,UltraBall,60,6,False,Unpredictable,18,False,82043,True,No
1637,16,Fuchsia City,Middle,Daycare Worker,Dragon,52,0,PokéBall,27,5,False,Aggressive,24,False,56319,True,No
1638,66,Pallet Town,Middle,PokéMart Seller,Fire,77,0,DuskBall,44,0,False,Unpredictable,19,False,57349,True,No
1639,55,Fuchsia City,High,Researcher,Fighting,95,0,UltraBall,80,2,False,Aggressive,3,False,42653,True,No
1640,19,Lavender Town,Low,Police Officer,Fighting,49,0,DuskBall,43,3,False,Defensive,8,False,4878,True,No
1641,15,Cerulean City,Middle,Champion,Steel,98,0,NetBall,76,2,False,Aggressive,15,False,70715,True,No
1642,49,Celadon City,Middle,Gym Leader Assistant,Ice,30,0,DarkBall,71,4,False,Defensive,27,False,250344,False,Yes
1643,28,Saffron City,Low,Casino Worker,Flying,20,0,GreatBall,49,4,False,Aggressive,0,False,6966,True,No
1644,34,Cinnabar Island,Middle,PokéMart Seller,Ground,26,0,UltraBall,81,2,False,Defensive,20,False,58298,True,No
1645,15,Celadon City,Middle,Gym Leader Assistant,Bug,80,0,MasterBall,66,0,False,Unpredictable,7,False,2044,True,No
1646,51,Vermilion City,Middle,Fisherman,Steel,23,0,MasterBall,36,1,False,Aggressive,9,False,14778,True,No
1647,28,Fuchsia City,Middle,Nurse,Dragon,53,0,UltraBall,36,2,False,Aggressive,17,False,30560,True,No
1648,16,Cinnabar Island,Low,Gym Leader Assistant,Fairy,84,0,HealBall,70,5,False,Unpredictable,15,False,71463,True,No
1649,59,Fuchsia City,Low,PokéMart Seller,Fighting,6,0,DuskBall,37,3,False,Defensive,17,False,6195,True,No
1650,37,Cerulean City,Middle,Daycare Worker,Rock,47,0,NetBall,56,0,False,Defensive,14,False,341310,False,Yes
1651,37,Viridian City,High,Nurse,Water,35,0,HealBall,59,0,False,Aggressive,25,True,252599,False,Yes
1652,44,Viridian City,Middle,Biker,Dragon,53,0,PokéBall,51,2,False,Defensive,2,False,54282,True,No
1653,44,Vermilion City,Middle,Nurse,Water,90,0,MasterBall,42,2,False,Unpredictable,3,False,89503,True,No
1654,64,Vermilion City,Middle,Daycare Worker,Water,26,0,GreatBall,79,0,False,Unpredictable,25,False,44007,False,Yes
1655,43,Saffron City,Low,Researcher,Fire,28,0,LuxuryBall,46,2,False,Aggressive,6,False,23246,True,No
1656,20,Cerulean City,Middle,Fisherman,Normal,21,0,TimerBall,44,0,False,Aggressive,1,False,47269,True,No
1657,57,Saffron City,Low,Daycare Worker,Ice,19,0,GreatBall,56,0,False,Unpredictable,20,False,98117,True,No
1658,56,Celadon City,Low,Biker,Water,90,0,UltraBall,84,5,False,Defensive,18,False,66197,True,No
1659,68,Lavender Town,Low,PokéMart Seller,Psychic,48,0,HealBall,48,1,False,Unpredictable,12,False,69339,True,No
1660,65,Cerulean City,High,Champion,Water,67,0,LuxuryBall,25,1,False,Unpredictable,23,False,26613,True,No
1661,19,Pallet Town,Low,Casino Worker,Dragon,15,0,NetBall,54,1,False,Aggressive,20,False,99496,True,No
1662,41,Pallet Town,Middle,Elite Trainer,Bug,16,0,TimerBall,38,0,False,Unpredictable,13,False,6448,True,No
1663,69,Lavender Town,Middle,Elite Trainer,Ground,67,0,HealBall,36,0,False,Unpredictable,1,False,56955,True,No
1664,13,Pallet Town,Middle,Underground Battler,Fairy,77,0,NetBall,42,6,False,Aggressive,19,False,61270,True,No
1665,15,Vermilion City,High,Elite Trainer,Steel,45,1,LuxuryBall,83,0,False,Defensive,6,False,217602,False,Yes
1666,51,Celadon City,Middle,Casino Worker,Bug,77,0,NetBall,73,3,True,Unpredictable,26,False,90804,False,Yes
1667,24,Lavender Town,Middle,Daycare Worker,Electric,17,0,TimerBall,37,5,False,Defensive,3,False,27028,True,No
1668,69,Saffron City,Low,PokéMart Seller,Psychic,27,0,UltraBall,21,1,False,Defensive,20,False,69617,True,No
1669,41,Lavender Town,Low,Champion,Steel,11,0,TimerBall,61,0,False,Aggressive,19,False,3240,True,No
1670,15,Cerulean City,Middle,Researcher,Water,92,0,DuskBall,44,2,False,Defensive,17,False,35686,True,No
1671,25,Cinnabar Island,Low,Casino Worker,Rock,61,0,PokéBall,27,3,False,Unpredictable,20,False,89371,True,No
1672,21,Viridian City,Middle,Black Market Dealer,Ground,85,1,NetBall,55,1,False,Aggressive,16,False,62671,False,Yes
1673,70,Saffron City,Low,Rocket Grunt,Fairy,96,0,TimerBall,41,3,False,Unpredictable,14,False,12463,True,No
1674,67,Viridian City,Low,Nurse,Bug,58,0,DuskBall,81,2,False,Aggressive,21,False,52911,True,No
1675,66,Cinnabar Island,Middle,Scientist,Fire,15,0,LuxuryBall,79,1,False,Unpredictable,16,False,31558,True,No
1676,32,Cinnabar Island,Middle,Police Officer,Ghost,59,0,DuskBall,74,2,False,Unpredictable,5,False,33260,True,No
1677,24,Pewter City,Low,PokéMart Seller,Normal,100,0,HealBall,44,4,False,Defensive,1,False,88809,True,No
1678,55,Lavender Town,Middle,Police Officer,Fighting,6,0,HealBall,34,0,False,Aggressive,15,False,31343,True,No
1679,25,Pallet Town,Middle,Elite Trainer,Dark,68,0,NetBall,64,5,False,Defensive,4,False,75213,True,No
1680,61,Cinnabar Island,Middle,Champion,Steel,79,0,NetBall,71,3,False,Defensive,22,False,21339,True,No
1681,20,Saffron City,Low,Black Market Dealer,Dark,31,0,HealBall,55,0,False,Defensive,13,False,34282,True,No
1682,15,Lavender Town,Low,Nurse,Steel,20,0,TimerBall,70,1,False,Aggressive,19,False,3876,True,No
1683,59,Lavender Town,Middle,Casino Worker,Ground,43,0,GreatBall,38,3,False,Defensive,17,False,60476,True,No
1684,54,Pallet Town,Low,Nurse,Flying,73,0,NetBall,30,5,False,Aggressive,19,False,76101,True,No
1685,35,Saffron City,High,PokéMart Seller,Psychic,99,0,HealBall,36,8,False,Aggressive,10,False,89100,True,Yes
1686,13,Pewter City,High,Breeder,Steel,93,0,LuxuryBall,63,0,False,Unpredictable,8,False,91120,True,No
1687,36,Viridian City,Low,Police Officer,Rock,41,1,PokéBall,67,1,False,Unpredictable,5,True,230302,False,Yes
1688,51,Vermilion City,Middle,Fisherman,Fire,36,0,HealBall,32,6,False,Defensive,2,False,57797,True,No
1689,60,Saffron City,Low,PokéMart Seller,Poison,27,0,NetBall,26,0,False,Defensive,11,False,95079,True,No
1690,20,Celadon City,High,Rocket Grunt,Fire,80,0,MasterBall,80,2,False,Aggressive,3,False,21482,True,No
1691,58,Saffron City,Middle,Scientist,Fairy,60,0,UltraBall,45,0,False,Aggressive,16,False,62263,True,No
1692,44,Viridian City,Middle,Daycare Worker,Fighting,35,0,NetBall,68,1,False,Unpredictable,11,False,40963,True,No
1693,25,Lavender Town,High,Fisherman,Fire,25,0,MasterBall,50,0,False,Aggressive,19,False,94479,True,No
1694,18,Fuchsia City,Low,Black Market Dealer,Grass,65,0,DuskBall,44,0,False,Unpredictable,6,False,45608,True,No
1695,10,Cerulean City,Low,Casino Worker,Fire,7,0,DarkBall,42,5,False,Aggressive,19,False,82295,True,No
1696,58,Saffron City,Middle,Gym Leader Assistant,Electric,37,0,GreatBall,23,0,False,Unpredictable,14,False,39314,True,No
1697,42,Fuchsia City,Low,Rocket Grunt,Electric,98,0,HealBall,84,0,False,Aggressive,8,False,5720,True,No
1698,66,Viridian City,High,Biker,Fire,54,0,TimerBall,41,3,True,Aggressive,10,True,152449,False,Yes
1699,49,Viridian City,Low,Casino Worker,Normal,51,0,PokéBall,23,3,False,Aggressive,23,False,25994,True,No
1700,43,Pallet Town,Low,Biker,Dragon,30,0,LuxuryBall,76,3,False,Defensive,20,False,75562,True,No
1701,48,Pallet Town,Middle,Scientist,Dark,37,0,MasterBall,22,0,False,Defensive,8,False,21244,True,No
1702,24,Vermilion City,High,PokéMart Seller,Ground,28,0,DuskBall,67,2,False,Unpredictable,6,False,72995,True,No
1703,65,Saffron City,High,Breeder,Fighting,13,0,LuxuryBall,78,4,False,Aggressive,10,False,86357,True,No
1704,42,Cinnabar Island,Middle,PokéMart Seller,Rock,21,0,LuxuryBall,34,1,False,Defensive,7,False,12999,True,No
1705,66,Fuchsia City,High,Police Officer,Water,73,0,DuskBall,85,0,False,Aggressive,14,False,37315,True,No
1706,27,Cinnabar Island,Middle,Black Market Dealer,Rock,35,0,NetBall,78,0,False,Unpredictable,14,True,241899,True,Yes
1707,51,Saffron City,Middle,Police Officer,Grass,74,0,UltraBall,82,3,False,Unpredictable,17,False,32915,True,No
1708,12,Pallet Town,Middle,Casino Worker,Bug,21,0,GreatBall,47,0,False,Defensive,10,False,5141,True,No
1709,61,Vermilion City,High,Nurse,Normal,11,1,DarkBall,72,2,False,Aggressive,20,False,384252,False,Yes
1710,67,Lavender Town,Low,Underground Battler,Grass,54,0,GreatBall,26,4,False,Aggressive,3,False,4096,True,No
1711,38,Saffron City,Middle,Scientist,Steel,81,0,GreatBall,20,5,False,Defensive,24,False,60480,True,No
1712,21,Viridian City,Middle,Underground Battler,Flying,7,0,MasterBall,24,1,False,Defensive,24,False,31597,True,No
1713,51,Vermilion City,Middle,Scientist,Water,29,0,DarkBall,65,4,False,Defensive,12,False,81106,True,No
1714,16,Lavender Town,Middle,Gym Leader Assistant,Psychic,51,0,NetBall,67,3,False,Defensive,24,False,16266,True,No
1715,37,Pallet Town,Middle,Nurse,Ice,5,0,DuskBall,54,3,False,Defensive,17,False,45133,True,No
1716,10,Celadon City,Middle,Researcher,Bug,18,0,HealBall,83,3,False,Defensive,14,False,14211,True,No
1717,22,Lavender Town,Low,Biker,Dark,50,1,NetBall,82,0,False,Defensive,5,True,164889,False,Yes
1718,43,Cinnabar Island,Middle,Underground Battler,Dark,20,0,DuskBall,41,3,False,Unpredictable,17,False,76686,True,No
1719,39,Lavender Town,Low,PokéMart Seller,Fairy,12,0,UltraBall,41,1,False,Aggressive,18,False,79645,True,No
1720,17,Vermilion City,Low,Rocket Grunt,Normal,29,0,DarkBall,58,1,False,Defensive,25,False,87545,True,No
1721,23,Pallet Town,High,Elite Trainer,Poison,7,0,DarkBall,21,0,False,Unpredictable,9,False,2108,True,No
1722,20,Celadon City,Middle,Scientist,Dragon,11,0,PokéBall,88,4,False,Aggressive,16,False,319321,False,Yes
1723,28,Cerulean City,High,Police Officer,Electric,33,0,LuxuryBall,70,4,False,Defensive,24,False,24679,True,No
1724,40,Cerulean City,Low,Underground Battler,Flying,15,0,DarkBall,67,6,False,Defensive,12,False,67259,True,No
1725,48,Celadon City,Low,PokéMart Seller,Ground,62,0,PokéBall,29,1,False,Aggressive,16,False,52897,True,No
1726,28,Lavender Town,Middle,Champion,Fire,69,0,DuskBall,40,1,False,Aggressive,1,False,42174,True,No
1727,13,Vermilion City,Low,Elite Trainer,Normal,56,0,DuskBall,59,4,False,Aggressive,4,False,60967,True,No
1728,29,Celadon City,Middle,Police Officer,Dragon,6,0,NetBall,70,6,False,Aggressive,17,False,96806,True,No
1729,11,Pallet Town,Low,Nurse,Ice,93,0,DuskBall,47,2,False,Unpredictable,13,False,57823,True,No
1730,26,Saffron City,Middle,Breeder,Dark,72,0,GreatBall,82,3,False,Unpredictable,8,False,59939,True,No
1731,19,Cerulean City,Low,Champion,Ground,59,0,MasterBall,57,2,False,Unpredictable,26,True,234420,True,Yes
1732,30,Pewter City,Middle,Daycare Worker,Flying,50,0,DuskBall,49,0,False,Unpredictable,3,False,55567,True,No
1733,66,Viridian City,Middle,Casino Worker,Water,28,0,NetBall,40,3,False,Defensive,7,False,47212,True,No
1734,38,Fuchsia City,Middle,Biker,Fire,82,0,HealBall,42,3,False,Unpredictable,3,False,62507,True,No
1735,16,Pewter City,Middle,Casino Worker,Ice,52,0,TimerBall,47,0,False,Defensive,10,False,99942,True,No
1736,54,Pallet Town,Middle,Daycare Worker,Fairy,62,0,DarkBall,87,6,False,Unpredictable,3,True,15143,True,Yes
1737,21,Fuchsia City,Middle,Police Officer,Fairy,92,0,UltraBall,50,6,False,Defensive,9,False,24514,True,No
1738,32,Lavender Town,Low,Underground Battler,Normal,25,0,DuskBall,51,4,False,Unpredictable,23,False,17136,True,No
1739,62,Fuchsia City,Low,Scientist,Steel,97,0,GreatBall,69,2,True,Aggressive,14,False,317684,False,Yes
1740,51,Celadon City,Middle,Casino Worker,Dark,74,0,UltraBall,30,3,False,Aggressive,11,False,82581,True,No
1741,37,Pewter City,Middle,Gym Leader Assistant,Electric,69,0,NetBall,40,4,False,Aggressive,6,False,247022,False,Yes
1742,28,Cerulean City,Low,Breeder,Dragon,14,0,PokéBall,54,2,False,Unpredictable,18,False,86146,True,No
1743,17,Pallet Town,Middle,Champion,Water,51,0,TimerBall,46,1,False,Unpredictable,3,False,28686,True,No
1744,34,Pallet Town,Low,Black Market Dealer,Rock,86,0,MasterBall,60,6,False,Unpredictable,10,False,30018,True,No
1745,52,Celadon City,High,Underground Battler,Water,55,0,PokéBall,78,6,False,Defensive,1,False,93608,True,No
1746,69,Lavender Town,Low,Biker,Grass,77,0,PokéBall,50,0,False,Aggressive,25,False,93938,True,No
1747,68,Saffron City,Middle,Daycare Worker,Rock,48,0,HealBall,74,2,False,Aggressive,2,False,67409,True,No
1748,68,Viridian City,Middle,Nurse,Poison,84,0,LuxuryBall,46,2,False,Defensive,5,False,37638,True,No
1749,57,Viridian City,Middle,Breeder,Rock,77,0,HealBall,62,5,False,Aggressive,14,False,52684,True,No
1750,36,Cinnabar Island,Middle,Scientist,Normal,10,0,TimerBall,26,3,False,Defensive,19,False,8052,True,No
1751,67,Vermilion City,High,Researcher,Normal,87,0,HealBall,76,1,False,Aggressive,6,False,22186,True,No
1752,21,Saffron City,Middle,Casino Worker,Electric,54,0,HealBall,44,0,False,Aggressive,14,False,99033,True,No
1753,20,Saffron City,Low,Scientist,Steel,22,1,NetBall,40,1,False,Aggressive,16,False,239466,True,Yes
1754,48,Pallet Town,High,Biker,Steel,58,0,TimerBall,42,3,False,Aggressive,2,False,74908,True,No
1755,63,Fuchsia City,Low,Black Market Dealer,Bug,40,0,GreatBall,77,1,False,Aggressive,2,False,39353,True,No
1756,45,Lavender Town,High,Researcher,Poison,47,0,LuxuryBall,72,1,False,Unpredictable,22,False,49831,True,No
1757,15,Cerulean City,Low,Breeder,Poison,20,0,NetBall,61,3,False,Defensive,2,False,13194,True,No
1758,58,Pewter City,High,Biker,Water,56,0,DuskBall,23,4,False,Unpredictable,6,False,11480,True,No
1759,30,Pewter City,Middle,Breeder,Ice,10,0,PokéBall,69,7,False,Defensive,9,False,18812,True,No
1760,57,Fuchsia City,Middle,Casino Worker,Ghost,55,0,PokéBall,49,1,False,Aggressive,22,False,11563,True,No
1761,66,Lavender Town,Low,Researcher,Poison,91,0,DuskBall,36,1,False,Defensive,24,False,94231,True,No
1762,62,Viridian City,Low,Champion,Poison,7,0,GreatBall,77,4,False,Aggressive,5,True,347684,False,Yes
1763,13,Cinnabar Island,Middle,Casino Worker,Ice,100,0,UltraBall,87,2,False,Unpredictable,8,False,34793,True,Yes
1764,62,Cinnabar Island,Middle,Gym Leader Assistant,Rock,62,0,PokéBall,67,0,False,Defensive,13,False,67618,True,No
1765,25,Cerulean City,Low,Researcher,Grass,56,0,MasterBall,68,4,False,Aggressive,20,False,96383,True,No
1766,67,Pewter City,Low,Scientist,Normal,67,0,NetBall,45,2,False,Defensive,26,False,296508,False,Yes
1767,45,Lavender Town,Low,Black Market Dealer,Ghost,100,0,UltraBall,66,0,False,Aggressive,10,False,58137,True,No
1768,68,Pallet Town,Low,Underground Battler,Poison,72,0,DarkBall,55,2,False,Unpredictable,17,False,17489,True,No
1769,52,Celadon City,Middle,Underground Battler,Water,39,0,HealBall,52,0,False,Defensive,20,False,26495,True,No
1770,40,Fuchsia City,Low,Black Market Dealer,Poison,99,0,LuxuryBall,39,3,False,Aggressive,16,False,9332,True,No
1771,66,Cerulean City,Middle,Scientist,Electric,83,0,HealBall,61,4,False,Unpredictable,24,False,31561,True,No
1772,59,Viridian City,Middle,Biker,Ghost,95,1,TimerBall,79,0,True,Aggressive,25,True,279292,False,Yes
1773,40,Lavender Town,Low,Black Market Dealer,Ground,59,0,LuxuryBall,60,5,False,Unpredictable,9,False,56435,True,No
1774,43,Celadon City,Low,Researcher,Grass,25,0,DarkBall,50,3,False,Unpredictable,14,False,9237,True,No
1775,26,Pewter City,Middle,Scientist,Water,20,0,GreatBall,57,1,False,Aggressive,16,False,69299,True,No
1776,32,Celadon City,Middle,PokéMart Seller,Poison,39,0,HealBall,32,1,False,Unpredictable,18,False,52144,True,No
1777,61,Cinnabar Island,Low,Biker,Ground,29,0,NetBall,49,0,False,Defensive,20,False,82082,True,No
1778,35,Saffron City,Middle,Researcher,Fairy,25,0,DuskBall,47,5,False,Unpredictable,8,False,30683,True,No
1779,67,Vermilion City,Low,Gym Leader Assistant,Rock,70,0,TimerBall,45,2,False,Aggressive,17,False,67483,True,No
1780,52,Cerulean City,Middle,Black Market Dealer,Rock,9,0,UltraBall,32,1,False,Aggressive,19,False,37229,True,No
1781,57,Pallet Town,Low,Rocket Grunt,Fire,58,0,NetBall,57,0,False,Unpredictable,25,False,65500,True,No
1782,12,Vermilion City,Middle,Underground Battler,Ice,40,0,UltraBall,32,5,False,Unpredictable,9,False,67188,True,No
1783,45,Fuchsia City,Low,Police Officer,Normal,60,0,DuskBall,83,1,False,Unpredictable,12,False,45606,True,No
1784,46,Viridian City,Middle,Casino Worker,Ground,22,0,UltraBall,42,1,False,Defensive,14,False,82829,True,No
1785,61,Celadon City,Middle,PokéMart Seller,Grass,47,0,MasterBall,33,2,False,Defensive,11,True,134987,True,Yes
1786,59,Pewter City,Middle,PokéMart Seller,Grass,56,0,NetBall,41,4,False,Aggressive,22,False,52497,True,No
1787,41,Vermilion City,Middle,PokéMart Seller,Fairy,52,0,NetBall,76,2,False,Defensive,12,False,78942,True,No
1788,55,Viridian City,Middle,Elite Trainer,Electric,23,0,PokéBall,74,2,False,Defensive,4,False,30865,True,No
1789,61,Cinnabar Island,Middle,Fisherman,Psychic,90,0,GreatBall,64,5,False,Aggressive,4,False,96923,True,No
1790,29,Pallet Town,Low,Champion,Fighting,31,0,NetBall,29,1,False,Defensive,8,False,79471,True,No
1791,38,Cinnabar Island,Middle,Biker,Steel,27,0,LuxuryBall,21,2,False,Aggressive,20,False,39805,True,No
1792,49,Fuchsia City,Middle,Scientist,Dark,100,0,TimerBall,49,3,False,Defensive,15,False,56880,True,No
1793,22,Saffron City,Middle,Biker,Flying,22,0,TimerBall,74,0,False,Unpredictable,20,False,67920,True,No
1794,50,Saffron City,Low,PokéMart Seller,Psychic,16,0,UltraBall,77,0,False,Aggressive,8,False,50446,True,No
1795,41,Fuchsia City,Middle,Police Officer,Dark,48,0,MasterBall,68,1,False,Unpredictable,25,False,32752,True,No
1796,35,Lavender Town,Middle,Breeder,Dark,88,0,NetBall,47,5,False,Aggressive,18,False,30462,True,No
1797,68,Lavender Town,Low,Black Market Dealer,Flying,93,0,HealBall,42,1,False,Aggressive,0,False,57805,True,No
1798,24,Lavender Town,High,Biker,Ground,12,0,NetBall,82,4,False,Aggressive,9,False,37400,True,No
1799,58,Fuchsia City,Middle,Nurse,Fire,66,0,DarkBall,31,0,False,Aggressive,15,False,13866,True,No
1800,64,Cerulean City,Middle,Champion,Water,18,0,MasterBall,28,1,False,Unpredictable,5,False,85931,True,No
1801,31,Cinnabar Island,Low,Daycare Worker,Electric,15,0,TimerBall,35,0,False,Defensive,13,False,54138,True,No
1802,24,Pewter City,Middle,Black Market Dealer,Ground,52,0,TimerBall,69,4,False,Unpredictable,1,False,54461,True,No
1803,45,Celadon City,Middle,Scientist,Dark,58,0,DarkBall,62,5,False,Aggressive,9,False,54484,True,No
1804,54,Cinnabar Island,Middle,Champion,Electric,73,0,PokéBall,22,4,False,Aggressive,7,False,72885,True,No
1805,45,Pewter City,High,Breeder,Psychic,15,0,PokéBall,25,1,False,Defensive,18,False,89899,True,No
1806,51,Pewter City,Middle,Champion,Electric,35,0,MasterBall,73,1,False,Defensive,24,False,21877,True,No
1807,53,Lavender Town,High,Breeder,Fighting,54,1,GreatBall,85,2,False,Aggressive,5,False,348858,False,Yes
1808,57,Cerulean City,Low,Fisherman,Flying,97,0,MasterBall,49,1,False,Unpredictable,23,False,23355,True,No
1809,18,Viridian City,High,Breeder,Rock,88,0,NetBall,68,3,False,Aggressive,3,False,97933,True,No
1810,53,Lavender Town,Middle,Nurse,Bug,20,0,PokéBall,50,4,False,Defensive,0,False,41283,True,No
1811,34,Cerulean City,Middle,Scientist,Ground,71,0,LuxuryBall,34,1,False,Unpredictable,13,False,62595,True,No
1812,68,Vermilion City,Middle,Rocket Grunt,Poison,51,0,MasterBall,51,1,False,Unpredictable,5,False,9118,True,No
1813,49,Celadon City,Middle,Gym Leader Assistant,Poison,94,1,NetBall,72,6,False,Unpredictable,7,False,16651,True,Yes
1814,56,Fuchsia City,Middle,Daycare Worker,Ghost,7,1,DarkBall,54,0,False,Defensive,28,False,274260,False,Yes
1815,29,Saffron City,Middle,Elite Trainer,Water,8,0,HealBall,60,3,False,Unpredictable,12,False,83687,True,No
1816,17,Lavender Town,Middle,Scientist,Dragon,89,0,DarkBall,46,7,False,Unpredictable,17,False,67843,True,No
1817,40,Fuchsia City,Middle,Champion,Poison,64,0,MasterBall,57,4,False,Defensive,21,False,87528,True,No
1818,13,Pallet Town,Middle,Gym Leader Assistant,Psychic,7,0,LuxuryBall,25,0,False,Aggressive,1,False,96050,True,No
1819,15,Vermilion City,Low,Breeder,Flying,15,0,TimerBall,66,2,False,Unpredictable,23,True,294068,False,Yes
1820,55,Saffron City,Low,Police Officer,Flying,12,0,NetBall,62,2,False,Unpredictable,13,False,98195,True,No
1821,43,Lavender Town,High,Researcher,Flying,100,0,GreatBall,44,2,False,Defensive,7,False,70952,True,No
